Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BaseDirHelper,1,1,0,0,1,13,2,0,0,0,0,1
DBInteractor,2,9,1,0,7,93,14,0,0,0,0,0
MySQLInterceptorStats,3,5,0,0,5,34,5,0,0,0.4000000059604645,0,0
MySqlServer,8,11,3,0,6,335,24,0,0,0,2,2
Resources,2,1,4,0,0,61,1,0,0,0,0,1
