Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
SpanExtensions,0,10,0,0,10,133,20,0,0,-1,0,0
MemoryExtensions,0,10,0,0,10,52,10,0,0,-1,0,0
